question_id,question,category,answer_1,score_1,answer_2,score_2,answer_3,score_3,answer_4,score_4,answer_5,score_5,answer_6,score_6,source_type,notes
Q0347,Name something associated with holidays during a family holiday,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0348,Name something associated with holidays at a holiday party,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0349,Name something associated with holidays when traveling,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0350,Name something associated with holidays during winter,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0351,Name something associated with holidays during summer,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0352,Name something associated with holidays on a special occasion,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0353,Name something people commonly do or use in the morning,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0354,Name something people commonly do or use before bed,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0355,Name something people commonly do or use after waking up,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0356,Name something people commonly do or use before work,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0357,Name something people commonly do or use after work,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0358,Name something people commonly do or use on weekends,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0359,Name something people commonly do or use when bored,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0360,Name something people commonly do or use when tired,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0361,Name something people commonly do or use when hungry,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0362,Name something people commonly do or use when stressed,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0363,Name something people commonly do or use when traveling,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0364,Name something people commonly do or use every day,Daily Life,PHONE,38.0,WALLET,24.0,KEYS,16.0,SHOES,10.0,WATCH,7.0,ID,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0365,Name something families commonly do or have at home,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0366,Name something families commonly do or have on weekends,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0367,Name something families commonly do or have at dinner,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0368,Name something families commonly do or have on vacation,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0369,Name something families commonly do or have during holidays,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0370,Name something families commonly do or have on birthdays,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0371,Name something families commonly do or have in summer,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0372,Name something families commonly do or have for fun,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0373,Name something families commonly do or have after school,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0374,Name something families commonly do or have on a rainy day,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0375,Name something families commonly do or have at a family gathering,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0376,Name something families commonly do or have on a Sunday,Family,TOGETHER,38.0,ON WEEKENDS,24.0,AT HOME,16.0,ON VACATION,10.0,FOR FUN,7.0,AT DINNER,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0377,Name something people commonly buy or encounter at a supermarket,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0378,Name something people commonly buy or encounter at a mall,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0379,Name something people commonly buy or encounter online,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0380,Name something people commonly buy or encounter during a sale,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0381,Name something people commonly buy or encounter for groceries,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0382,Name something people commonly buy or encounter for a birthday,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0383,Name something people commonly buy or encounter for a new home,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0384,Name something people commonly buy or encounter before a holiday,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0385,Name something people commonly buy or encounter at a convenience store,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0386,Name something people commonly buy or encounter at a department store,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0387,Name something people commonly buy or encounter on a shopping trip,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0388,Name something people commonly buy or encounter for a vacation,Shopping,SUPERMARKET,38.0,MALL,24.0,PHARMACY,16.0,HARDWARE STORE,10.0,DEPARTMENT STORE,7.0,CONVENIENCE STORE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0389,Name something you might see or do at a birthday party,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0390,Name something you might see or do at a wedding,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0391,Name something you might see or do at a barbecue,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0392,Name something you might see or do at a picnic,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0393,Name something you might see or do at a game night,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0394,Name something you might see or do at a holiday party,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0395,Name something you might see or do at a concert,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0396,Name something you might see or do at a family gathering,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0397,Name something you might see or do at a house party,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0398,Name something you might see or do at a celebration,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0399,Name something you might see or do at a dinner party,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0400,Name something you might see or do at a graduation,Party,PARTY,38.0,BIRTHDAY,24.0,WEDDING,16.0,CONCERT,10.0,BARBECUE,7.0,PICNIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0401,Name a vehicle or transportation-related thing you might see in a car,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0402,Name a vehicle or transportation-related thing you might see on a bus,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0403,Name a vehicle or transportation-related thing you might see on a train,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0404,Name a vehicle or transportation-related thing you might see on an airplane,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0405,Name a vehicle or transportation-related thing you might see at an airport,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0406,Name a vehicle or transportation-related thing you might see on a highway,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0407,Name a vehicle or transportation-related thing you might see during a commute,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0408,Name a vehicle or transportation-related thing you might see on a road trip,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0409,Name a vehicle or transportation-related thing you might see in a garage,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0410,Name a vehicle or transportation-related thing you might see at a train station,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0411,Name a vehicle or transportation-related thing you might see in a taxi,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0412,Name a vehicle or transportation-related thing you might see on a motorcycle,Transportation,CAR,38.0,TRUCK,24.0,BUS,16.0,TRAIN,10.0,AIRPLANE,7.0,MOTORCYCLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0413,Name an activity or item people commonly use at a gym,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0414,Name an activity or item people commonly use at home,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0415,Name an activity or item people commonly use in the morning,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0416,Name an activity or item people commonly use after work,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0417,Name an activity or item people commonly use on a weekend,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0418,Name an activity or item people commonly use before a workout,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0419,Name an activity or item people commonly use after a workout,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0420,Name an activity or item people commonly use to stay healthy,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0421,Name an activity or item people commonly use to lose weight,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0422,Name an activity or item people commonly use to build strength,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0423,Name an activity or item people commonly use outdoors,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0424,Name an activity or item people commonly use with friends,Health & Fitness,RUN,38.0,WALK,24.0,LIFT WEIGHTS,16.0,SWIM,10.0,CYCLE,7.0,STRETCH,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0425,Name something people commonly spend money on every month,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0426,Name something people commonly spend money on at the supermarket,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0427,Name something people commonly spend money on for a home,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0428,Name something people commonly spend money on for a car,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0429,Name something people commonly spend money on on vacation,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0430,Name something people commonly spend money on at a restaurant,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0431,Name something people commonly spend money on online,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0432,Name something people commonly spend money on during the holidays,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0433,Name something people commonly spend money on for entertainment,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0434,Name something people commonly spend money on for transportation,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0435,Name something people commonly spend money on for school,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0436,Name something people commonly spend money on for emergencies,Money,SPEND,38.0,SAVE,24.0,BORROW,16.0,INVEST,10.0,WASTE,7.0,EARN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0437,Name a way people commonly communicate at work,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0438,Name a way people commonly communicate with friends,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0439,Name a way people commonly communicate with family,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0440,Name a way people commonly communicate while traveling,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0441,Name a way people commonly communicate at school,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0442,Name a way people commonly communicate on a phone,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0443,Name a way people commonly communicate online,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0444,Name a way people commonly communicate every day,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0445,Name a way people commonly communicate in an emergency,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0446,Name a way people commonly communicate during a meeting,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0447,Name a way people commonly communicate on vacation,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0448,Name a way people commonly communicate from home,Communication,COMMUNICATE,38.0,CALL,24.0,TEXT,16.0,MESSAGE,10.0,EMAIL,7.0,VIDEO CHAT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0449,Name a game or gaming-related thing people use with friends,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0450,Name a game or gaming-related thing people use with family,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0451,Name a game or gaming-related thing people use at a party,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0452,Name a game or gaming-related thing people use at home,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0453,Name a game or gaming-related thing people use on a phone,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0454,Name a game or gaming-related thing people use on a computer,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0455,Name a game or gaming-related thing people use on a console,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0456,Name a game or gaming-related thing people use at school,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0457,Name a game or gaming-related thing people use on vacation,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0458,Name a game or gaming-related thing people use during a road trip,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0459,Name a game or gaming-related thing people use on a rainy day,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0460,Name a game or gaming-related thing people use at game night,Games,BOARD,38.0,CARD,24.0,PARTY,16.0,VIDEO,10.0,MOBILE,7.0,WORD,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
